Year,Locationabbr,Locationdesc,Class,Topic,Question,Response,Break_Out,Break_Out_Category,Sample_Size,Data_value,Confidence_limit_Low,Confidence_limit_High,Display_order,Data_value_unit,Data_value_type,Data_Value_Footnote_Symbol,Data_Value_Footnote,DataSource,ClassId,TopicId,LocationID,BreakoutID,BreakOutCategoryID,QuestionID,ResponseID,GeoLocation
2014,CT,Connecticut,Demographics,Employment,What is your employment status?,Student,Overall,Overall,163,5.7,4.6,6.8,1803,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,9,BO1,CAT1,EMPLOY1,RESP030,"(41.56266102000046, -72.64984095199964)"
2014,CT,Connecticut,Demographics,Employment,What is your employment status?,Retired,Overall,Overall,2184,16.9,16,17.8,1804,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,9,BO1,CAT1,EMPLOY1,RESP031,"(41.56266102000046, -72.64984095199964)"
2014,CT,Connecticut,Demographics,Employment,What is your employment status?,Unable to work,Overall,Overall,441,5.8,5,6.5,1805,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,9,BO1,CAT1,EMPLOY1,RESP032,"(41.56266102000046, -72.64984095199964)"
2014,CT,Connecticut,Demographics,Employment,What is your employment status?,Employed,Overall,Overall,3618,51.3,49.7,52.9,1798,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,9,BO1,CAT1,EMPLOY1,RESP137,"(41.56266102000046, -72.64984095199964)"
2014,CT,Connecticut,Demographics,Employment,What is your employment status?,Homemaker,Overall,Overall,364,5.1,4.4,5.8,1802,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,9,BO1,CAT1,EMPLOY1,RESP141,"(41.56266102000046, -72.64984095199964)"
2014,CT,Connecticut,Demographics,Employment,What is your employment status?,Self-employed,Overall,Overall,639,8.1,7.2,8.9,1799,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,9,BO1,CAT1,EMPLOY1,RESP172,"(41.56266102000046, -72.64984095199964)"
2014,DE,Delaware,Demographics,Employment,What is your employment status?,No work< yr,Overall,Overall,90,3.1,2.2,4,1806,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,10,BO1,CAT1,EMPLOY1,RESP027,"(39.008830667000495, -75.57774116799965)"
2014,DE,Delaware,Demographics,Employment,What is your employment status?,No work >yr,Overall,Overall,120,2.7,2.1,3.4,1805,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,10,BO1,CAT1,EMPLOY1,RESP028,"(39.008830667000495, -75.57774116799965)"
2014,DE,Delaware,Demographics,Employment,What is your employment status?,Student,Overall,Overall,63,4.2,2.9,5.5,1808,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,10,BO1,CAT1,EMPLOY1,RESP030,"(39.008830667000495, -75.57774116799965)"
2014,DE,Delaware,Demographics,Employment,What is your employment status?,Retired,Overall,Overall,1432,19.6,18.3,20.9,1809,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,10,BO1,CAT1,EMPLOY1,RESP031,"(39.008830667000495, -75.57774116799965)"
2014,DE,Delaware,Demographics,Employment,What is your employment status?,Unable to work,Overall,Overall,306,6.7,5.7,7.7,1810,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,10,BO1,CAT1,EMPLOY1,RESP032,"(39.008830667000495, -75.57774116799965)"
2014,DE,Delaware,Demographics,Employment,What is your employment status?,Employed,Overall,Overall,1798,52.9,50.7,55,1803,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,10,BO1,CAT1,EMPLOY1,RESP137,"(39.008830667000495, -75.57774116799965)"
2014,DE,Delaware,Demographics,Employment,What is your employment status?,Homemaker,Overall,Overall,206,4.8,4,5.6,1807,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,10,BO1,CAT1,EMPLOY1,RESP141,"(39.008830667000495, -75.57774116799965)"
2014,DE,Delaware,Demographics,Employment,What is your employment status?,Self-employed,Overall,Overall,245,6,5,7.1,1804,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,10,BO1,CAT1,EMPLOY1,RESP172,"(39.008830667000495, -75.57774116799965)"
2014,DC,District of Columbia,Demographics,Employment,What is your employment status?,No work< yr,Overall,Overall,96,5,3.6,6.4,1795,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,11,BO1,CAT1,EMPLOY1,RESP027,"(38.89037138500049, -77.03196112699965)"
2014,DC,District of Columbia,Demographics,Employment,What is your employment status?,No work >yr,Overall,Overall,140,4.1,2.9,5.3,1794,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,11,BO1,CAT1,EMPLOY1,RESP028,"(38.89037138500049, -77.03196112699965)"
2014,DC,District of Columbia,Demographics,Employment,What is your employment status?,Student,Overall,Overall,96,8.3,6.4,10.3,1797,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,11,BO1,CAT1,EMPLOY1,RESP030,"(38.89037138500049, -77.03196112699965)"
2014,DC,District of Columbia,Demographics,Employment,What is your employment status?,Retired,Overall,Overall,1269,12.6,11.6,13.7,1798,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,11,BO1,CAT1,EMPLOY1,RESP031,"(38.89037138500049, -77.03196112699965)"
2014,DC,District of Columbia,Demographics,Employment,What is your employment status?,Unable to work,Overall,Overall,269,7.3,6,8.7,1799,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,11,BO1,CAT1,EMPLOY1,RESP032,"(38.89037138500049, -77.03196112699965)"
2014,DC,District of Columbia,Demographics,Employment,What is your employment status?,Employed,Overall,Overall,1664,52.5,49.9,55.2,1792,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,11,BO1,CAT1,EMPLOY1,RESP137,"(38.89037138500049, -77.03196112699965)"
2014,DC,District of Columbia,Demographics,Employment,What is your employment status?,Homemaker,Overall,Overall,107,2.4,1.8,3.1,1796,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,11,BO1,CAT1,EMPLOY1,RESP141,"(38.89037138500049, -77.03196112699965)"
2014,DC,District of Columbia,Demographics,Employment,What is your employment status?,Self-employed,Overall,Overall,372,7.6,6.4,8.9,1793,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,11,BO1,CAT1,EMPLOY1,RESP172,"(38.89037138500049, -77.03196112699965)"
2014,FL,Florida,Demographics,Employment,What is your employment status?,No work< yr,Overall,Overall,204,3.4,2.8,4,1814,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,12,BO1,CAT1,EMPLOY1,RESP027,"(28.932040377000476, -81.92896053899966)"
2014,FL,Florida,Demographics,Employment,What is your employment status?,No work >yr,Overall,Overall,278,3.5,3,4,1813,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,12,BO1,CAT1,EMPLOY1,RESP028,"(28.932040377000476, -81.92896053899966)"
2014,FL,Florida,Demographics,Employment,What is your employment status?,Student,Overall,Overall,248,5.5,4.7,6.3,1816,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,12,BO1,CAT1,EMPLOY1,RESP030,"(28.932040377000476, -81.92896053899966)"
2014,FL,Florida,Demographics,Employment,What is your employment status?,Retired,Overall,Overall,3760,22.3,21.4,23.2,1817,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,12,BO1,CAT1,EMPLOY1,RESP031,"(28.932040377000476, -81.92896053899966)"
2014,FL,Florida,Demographics,Employment,What is your employment status?,Unable to work,Overall,Overall,693,7.9,7.1,8.7,1818,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,12,BO1,CAT1,EMPLOY1,RESP032,"(28.932040377000476, -81.92896053899966)"
2014,FL,Florida,Demographics,Employment,What is your employment status?,Employed,Overall,Overall,3014,40.5,39.2,41.9,1811,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,12,BO1,CAT1,EMPLOY1,RESP137,"(28.932040377000476, -81.92896053899966)"
2014,FL,Florida,Demographics,Employment,What is your employment status?,Homemaker,Overall,Overall,594,6.1,5.5,6.7,1815,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,12,BO1,CAT1,EMPLOY1,RESP141,"(28.932040377000476, -81.92896053899966)"
2014,FL,Florida,Demographics,Employment,What is your employment status?,Self-employed,Overall,Overall,861,10.8,9.9,11.8,1812,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,12,BO1,CAT1,EMPLOY1,RESP172,"(28.932040377000476, -81.92896053899966)"
2014,GA,Georgia,Demographics,Employment,What is your employment status?,No work< yr,Overall,Overall,143,4,3.2,4.8,1809,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,13,BO1,CAT1,EMPLOY1,RESP027,"(32.83968109300048, -83.62758034599966)"
2014,GA,Georgia,Demographics,Employment,What is your employment status?,No work >yr,Overall,Overall,210,4.3,3.5,5.1,1808,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,13,BO1,CAT1,EMPLOY1,RESP028,"(32.83968109300048, -83.62758034599966)"
2014,GA,Georgia,Demographics,Employment,What is your employment status?,Student,Overall,Overall,169,6,5,7,1811,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,13,BO1,CAT1,EMPLOY1,RESP030,"(32.83968109300048, -83.62758034599966)"
2014,GA,Georgia,Demographics,Employment,What is your employment status?,Retired,Overall,Overall,1922,15.6,14.7,16.5,1812,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,13,BO1,CAT1,EMPLOY1,RESP031,"(32.83968109300048, -83.62758034599966)"
2014,GA,Georgia,Demographics,Employment,What is your employment status?,Unable to work,Overall,Overall,620,8.6,7.7,9.5,1813,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,13,BO1,CAT1,EMPLOY1,RESP032,"(32.83968109300048, -83.62758034599966)"
2014,GA,Georgia,Demographics,Employment,What is your employment status?,Employed,Overall,Overall,2419,48.1,46.4,49.8,1806,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,13,BO1,CAT1,EMPLOY1,RESP137,"(32.83968109300048, -83.62758034599966)"
2014,GA,Georgia,Demographics,Employment,What is your employment status?,Homemaker,Overall,Overall,363,5.9,5.1,6.7,1810,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,13,BO1,CAT1,EMPLOY1,RESP141,"(32.83968109300048, -83.62758034599966)"
2014,GA,Georgia,Demographics,Employment,What is your employment status?,Self-employed,Overall,Overall,438,7.5,6.6,8.4,1807,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,13,BO1,CAT1,EMPLOY1,RESP172,"(32.83968109300048, -83.62758034599966)"
2014,HI,Hawaii,Demographics,Employment,What is your employment status?,No work< yr,Overall,Overall,189,2.9,2.3,3.4,1812,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,15,BO1,CAT1,EMPLOY1,RESP027,"(21.304850435000446, -157.85774940299973)"
2014,HI,Hawaii,Demographics,Employment,What is your employment status?,No work >yr,Overall,Overall,198,2.7,2.2,3.2,1811,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,15,BO1,CAT1,EMPLOY1,RESP028,"(21.304850435000446, -157.85774940299973)"
2014,HI,Hawaii,Demographics,Employment,What is your employment status?,Student,Overall,Overall,225,4.9,4.1,5.8,1814,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,15,BO1,CAT1,EMPLOY1,RESP030,"(21.304850435000446, -157.85774940299973)"
2014,HI,Hawaii,Demographics,Employment,What is your employment status?,Retired,Overall,Overall,1861,18.8,17.7,19.9,1815,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,15,BO1,CAT1,EMPLOY1,RESP031,"(21.304850435000446, -157.85774940299973)"
2014,HI,Hawaii,Demographics,Employment,What is your employment status?,Unable to work,Overall,Overall,317,3.7,3.1,4.3,1816,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,15,BO1,CAT1,EMPLOY1,RESP032,"(21.304850435000446, -157.85774940299973)"
2014,HI,Hawaii,Demographics,Employment,What is your employment status?,Employed,Overall,Overall,3247,51.5,49.8,53.1,1809,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,15,BO1,CAT1,EMPLOY1,RESP137,"(21.304850435000446, -157.85774940299973)"
2014,HI,Hawaii,Demographics,Employment,What is your employment status?,Homemaker,Overall,Overall,271,4.7,3.9,5.5,1813,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,15,BO1,CAT1,EMPLOY1,RESP141,"(21.304850435000446, -157.85774940299973)"
2014,HI,Hawaii,Demographics,Employment,What is your employment status?,Self-employed,Overall,Overall,863,10.8,9.8,11.8,1810,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,15,BO1,CAT1,EMPLOY1,RESP172,"(21.304850435000446, -157.85774940299973)"
2014,ID,Idaho,Demographics,Employment,What is your employment status?,No work< yr,Overall,Overall,97,2.4,1.8,3,1799,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,16,BO1,CAT1,EMPLOY1,RESP027,"(43.682630005000476, -114.3637300419997)"
2014,ID,Idaho,Demographics,Employment,What is your employment status?,No work >yr,Overall,Overall,101,1.9,1.4,2.4,1798,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,16,BO1,CAT1,EMPLOY1,RESP028,"(43.682630005000476, -114.3637300419997)"
2014,ID,Idaho,Demographics,Employment,What is your employment status?,Student,Overall,Overall,139,5.7,4.5,6.9,1801,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,16,BO1,CAT1,EMPLOY1,RESP030,"(43.682630005000476, -114.3637300419997)"
2014,ID,Idaho,Demographics,Employment,What is your employment status?,Retired,Overall,Overall,1663,17.7,16.6,18.9,1802,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,16,BO1,CAT1,EMPLOY1,RESP031,"(43.682630005000476, -114.3637300419997)"
2014,ID,Idaho,Demographics,Employment,What is your employment status?,Unable to work,Overall,Overall,307,4.4,3.7,5.1,1803,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,16,BO1,CAT1,EMPLOY1,RESP032,"(43.682630005000476, -114.3637300419997)"
2014,ID,Idaho,Demographics,Employment,What is your employment status?,Employed,Overall,Overall,2036,48.2,46.2,50.1,1796,%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,16,BO1,CAT1,EMPLOY1,RESP137,"(43.682630005000476, -114.3637300419997)"
